date,portfolio_value,cash,holdings_value,num_holdings,transaction_costs,total_transaction_costs,returns
2023-03-31,99840433.4335,3133423.4335000087,96707010.0,46,159566.5665,159566.5665,
2023-06-30,70145131.13949998,1482711.1394999826,68662420.0,46,224232.294,383798.86049999995,-0.29742761797783024
2024-09-30,52675818.469499975,2816138.4694999726,49859680.0,51,167012.66999999998,550811.5304999999,-0.2490452635302398
