date,portfolio_value,cash,holdings_value,num_holdings,transaction_costs,total_transaction_costs,returns
2021-03-31,99837306.93924999,1235451.9392499998,98601855.0,21,162693.06075000003,162693.06075000003,
2021-04-30,32688319.217749998,39419.217749998905,32648900.0,7,105942.7215,268635.78225000005,-0.672584124913941
2021-05-31,13013367.083999999,1208792.0839999998,11804575.0,8,40952.13375,309587.916,-0.6018954967579475
2021-06-30,4009834.5085,29614.50849999988,3980220.0,7,11207.575499999999,320795.4915,-0.6918680244231248
2021-08-31,2610860.663249999,52815.663249998965,2558045.0,15,8493.845249999998,329289.33675,-0.34888568151240973
2021-09-30,525312.1717499989,57852.17174999893,467460.0,4,1553.4915,330842.82825,-0.798797316477207
2021-11-30,57759.812999998925,1784.812999998925,55975.0,3,92.35875,330935.18700000003,-0.8900466882242977
2022-02-28,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,-0.9690993978806863
2022-03-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2022-05-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2022-06-30,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2022-08-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2022-09-30,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2022-10-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2022-11-30,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-01-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-02-28,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-03-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-05-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-06-30,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-07-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-08-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-10-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2023-11-30,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2024-01-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2024-02-29,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2024-04-30,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2024-05-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2024-07-31,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
2024-09-30,1784.812999998925,1784.812999998925,0.0,0,0.0,330935.18700000003,0.0
