date,value,positions,cumulative_costs
2024-10-10,0.0,0,0.0
2024-10-11,0.0,0,0.0
2024-10-14,0.0,0,0.0
2024-10-15,0.0,0,0.0
2024-10-16,0.0,0,0.0
2024-10-17,0.0,0,0.0
2024-10-18,0.0,0,0.0
2024-10-21,0.0,0,0.0
2024-10-22,0.0,0,0.0
2024-10-23,0.0,0,0.0
2024-10-24,0.0,0,0.0
2024-10-25,0.0,0,0.0
2024-10-28,0.0,0,0.0
2024-10-29,0.0,0,0.0
2024-10-30,0.0,0,0.0
2024-10-31,99995720.0,1,164992.938
2024-11-01,97130230.0,1,164992.938
2024-11-04,101379060.0,1,164992.938
2024-11-05,103552880.0,1,164992.938
2024-11-06,101774300.0,1,164992.938
2024-11-07,103750500.0,1,164992.938
2024-11-08,104738600.0,1,164992.938
2024-11-11,102367160.0,1,164992.938
2024-11-12,132998260.0,1,164992.938
2024-11-13,149993580.0,1,164992.938
2024-11-14,150784060.0,1,164992.938
2024-11-15,156712660.0,1,164992.938
2024-11-18,169557960.0,1,164992.938
2024-11-19,171138920.0,1,164992.938
2024-11-20,176474660.0,1,164992.938
2024-11-21,170941300.0,1,164992.938
2024-11-22,172324640.0,1,164992.938
2024-11-25,175288940.0,1,164992.938
2024-11-26,174893700.0,1,164992.938
2024-11-27,171138920.0,1,164992.938
2024-11-28,170546060.0,1,164992.938
2024-11-29,173905600.0,1,164992.938
2024-12-02,176474660.0,1,164992.938
2024-12-03,186750900.0,1,164992.938
2024-12-04,172719880.0,1,164992.938
2024-12-05,175486560.0,1,164992.938
2024-12-06,191296160.0,1,164992.938
2024-12-09,175486560.0,1,164992.938
2024-12-10,206117660.0,1,164992.938
2024-12-11,200979540.0,1,164992.938
2024-12-12,195643800.0,1,164992.938
2024-12-13,183786600.0,1,164992.938
2024-12-16,191889020.0,1,164992.938
2024-12-17,179834200.0,1,164992.938
2024-12-18,189715200.0,1,164992.938
2024-12-19,183588980.0,1,164992.938
2024-12-20,190703300.0,1,164992.938
2024-12-23,182403260.0,1,164992.938
2024-12-24,171929400.0,1,164992.938
2024-12-26,171138920.0,1,164992.938
2024-12-27,163826980.0,1,164992.938
2024-12-30,162246020.0,1,164992.938
2025-01-02,171138920.0,1,164992.938
2025-01-03,157305520.0,1,164992.938
2025-01-06,162246020.0,1,164992.938
2025-01-07,167186520.0,1,164992.938
2025-01-08,167186520.0,1,164992.938
2025-01-09,171929400.0,1,164992.938
2025-01-10,168965100.0,1,164992.938
2025-01-13,164419840.0,1,164992.938
2025-01-14,169557960.0,1,164992.938
2025-01-15,192877120.0,1,164992.938
2025-01-16,194458080.0,1,164992.938
2025-01-17,196434280.0,1,164992.938
2025-01-20,189912820.0,1,164992.938
2025-01-21,200584300.0,1,164992.938
2025-01-22,260660780.0,1,164992.938
2025-01-23,246036900.0,1,164992.938
2025-01-24,263427460.0,1,164992.938
2025-01-31,244836890.0,1,973630.3994999999
2025-02-03,252925780.0,1,973630.3994999999
2025-02-04,269892720.0,1,973630.3994999999
2025-02-05,253517650.0,1,973630.3994999999
2025-02-06,253123070.0,1,973630.3994999999
2025-02-07,249769140.0,1,973630.3994999999
2025-02-10,244836890.0,1,973630.3994999999
2025-02-11,262198410.0,1,973630.3994999999
2025-02-12,277192450.0,1,973630.3994999999
2025-02-13,260028220.0,1,973630.3994999999
2025-02-14,261606540.0,1,973630.3994999999
2025-02-17,329277010.0,1,973630.3994999999
2025-02-18,321582700.0,1,973630.3994999999
2025-02-19,342100860.0,1,973630.3994999999
2025-02-20,332433650.0,1,973630.3994999999
2025-02-21,325923080.0,1,973630.3994999999
2025-02-24,312901940.0,1,973630.3994999999
2025-02-25,310337170.0,1,973630.3994999999
2025-02-26,312704650.0,1,973630.3994999999
2025-02-27,305799500.0,1,973630.3994999999
2025-02-28,307257600.0,1,1988429.8995
2025-03-03,908167894.3584,1,1988429.8995
2025-03-04,316908640.0,1,1988429.8995
2025-03-05,326362720.0,1,1988429.8995
2025-03-06,309030240.0,1,1988429.8995
2025-03-07,320256960.0,1,1988429.8995
2025-03-10,315726880.0,1,1988429.8995
2025-03-11,312181600.0,1,1988429.8995
2025-03-12,318681280.0,1,1988429.8995
2025-03-13,332074560.0,1,1988429.8995
2025-03-14,330892800.0,1,1988429.8995
2025-03-17,317499520.0,1,1988429.8995
2025-03-18,338574240.0,1,1988429.8995
2025-03-19,341331680.0,1,1988429.8995
2025-03-20,328726240.0,1,1988429.8995
2025-03-21,325180960.0,1,1988429.8995
2025-03-24,323605280.0,1,1988429.8995
2025-03-25,299379200.0,1,1988429.8995
2025-03-26,300167040.0,1,1988429.8995
2025-03-27,280668000.0,1,1988429.8995
2025-03-28,282637600.0,1,1988429.8995
2025-03-31,279804490.0,1,2912559.54
2025-04-01,297304560.0,1,2912559.54
2025-04-02,297501190.0,1,2912559.54
2025-04-03,294945000.0,1,2912559.54
2025-04-04,300647270.0,1,2912559.54
2025-04-07,270366250.0,1,2912559.54
2025-04-08,289046100.0,1,2912559.54
2025-04-09,277641560.0,1,2912559.54
2025-04-10,301630420.0,1,2912559.54
2025-04-11,333287850.0,1,2912559.54
2025-04-14,365338540.0,1,2912559.54
2025-04-15,357473340.0,1,2912559.54
2025-04-16,352557590.0,1,2912559.54
2025-04-17,349804770.0,1,2912559.54
2025-04-18,377529600.0,1,2912559.54
2025-04-21,378512750.0,1,2912559.54
2025-04-22,424720800.0,1,2912559.54
2025-04-23,441434350.0,1,2912559.54
2025-04-24,442417500.0,1,2912559.54
2025-04-25,437501750.0,1,2912559.54
2025-04-28,446350100.0,1,2912559.54
2025-04-29,454215300.0,1,2912559.54
2025-04-30,445601000.0,1,4384278.855
2025-05-01,845731713.8269999,1,4384278.855
2025-05-02,451490000.0,1,4384278.855
2025-05-05,847262264.9269999,1,4384278.855
2025-05-06,831913597.3720001,1,4384278.855
2025-05-07,482898000.0,1,4384278.855
2025-05-08,519213500.0,1,4384278.855
2025-05-09,522158000.0,1,4384278.855
2025-05-12,523139500.0,1,4384278.855
2025-05-13,540806500.0,1,4384278.855
2025-05-14,526084000.0,1,4384278.855
2025-05-15,536880500.0,1,4384278.855
2025-05-16,563381000.0,1,4384278.855
2025-05-19,562399500.0,1,4384278.855
2025-05-20,587918500.0,1,4384278.855
2025-05-21,575159000.0,1,4384278.855
2025-05-22,535899000.0,1,4384278.855
2025-05-23,549640000.0,1,4384278.855
2025-05-26,535899000.0,1,4384278.855
2025-05-27,539825000.0,1,4384278.855
2025-05-28,500565000.0,1,4384278.855
2025-05-29,520195000.0,1,4384278.855
2025-05-30,510380000.0,1,4384278.855
2025-06-02,530010000.0,1,4384278.855
2025-06-03,786724094.793,1,4384278.855
2025-06-04,581048000.0,1,4384278.855
2025-06-05,559455000.0,1,4384278.855
2025-06-06,782843292.868,1,4384278.855
2025-06-09,551603000.0,1,4384278.855
2025-06-10,549640000.0,1,4384278.855
2025-06-11,554547500.0,1,4384278.855
2025-06-12,561418000.0,1,4384278.855
2025-06-13,582029500.0,1,4384278.855
2025-06-16,637975000.0,1,4384278.855
2025-06-17,642882500.0,1,4384278.855
2025-06-18,699809500.0,1,4384278.855
2025-06-19,687050000.0,1,4384278.855
2025-06-20,706680000.0,1,4384278.855
2025-06-23,687050000.0,1,4384278.855
2025-06-24,662512500.0,1,4384278.855
2025-06-25,657605000.0,1,4384278.855
2025-06-26,637975000.0,1,4384278.855
2025-06-27,657605000.0,1,4384278.855
2025-06-30,704512150.0,1,6711126.427500001
2025-07-01,703532300.0,1,6711126.427500001
2025-07-02,669237550.0,1,6711126.427500001
2025-07-03,670217400.0,1,6711126.427500001
2025-07-04,630043550.0,1,6711126.427500001
2025-07-07,699612900.0,1,6711126.427500001
2025-07-08,702552450.0,1,6711126.427500001
2025-07-09,683935300.0,1,6711126.427500001
2025-07-10,700592750.0,1,6711126.427500001
2025-07-11,713330800.0,1,6711126.427500001
2025-07-14,705492000.0,1,6711126.427500001
2025-07-15,738806900.0,1,6711126.427500001
2025-07-16,733907650.0,1,6711126.427500001
2025-07-17,726068850.0,1,6711126.427500001
2025-07-18,706471850.0,1,6711126.427500001
2025-07-21,662378600.0,1,6711126.427500001
2025-07-22,637882350.0,1,6711126.427500001
2025-07-23,631023400.0,1,6711126.427500001
2025-07-24,649640550.0,1,6711126.427500001
2025-07-25,637882350.0,1,6711126.427500001
2025-07-28,637882350.0,1,6711126.427500001
2025-07-29,640821900.0,1,6711126.427500001
2025-07-30,625144300.0,1,6711126.427500001
2025-07-31,666154200.0,1,8911289.31
2025-08-01,641699200.0,1,8911289.31
2025-08-04,669088800.0,1,8911289.31
2025-08-05,676914400.0,1,8911289.31
2025-08-06,673979800.0,1,8911289.31
2025-08-07,655394000.0,1,8911289.31
2025-08-08,681805400.0,1,8911289.31
2025-08-11,723868000.0,1,8911289.31
2025-08-12,639742800.0,1,8911289.31
2025-08-13,615287800.0,1,8911289.31
2025-08-14,609418600.0,1,8911289.31
2025-08-15,829066419.7828,1,8911289.31
2025-08-18,596702000.0,1,8911289.31
2025-08-19,614309600.0,1,8911289.31
2025-08-20,589854600.0,1,8911289.31
2025-08-21,617244200.0,1,8911289.31
2025-08-22,635830000.0,1,8911289.31
2025-08-25,630939000.0,1,8911289.31
2025-08-26,598658400.0,1,8911289.31
2025-08-27,593767400.0,1,8911289.31
2025-08-28,588876400.0,1,8911289.31
2025-08-29,562465000.0,1,8911289.31
2025-09-01,546813800.0,1,8911289.31
2025-09-02,571268800.0,1,8911289.31
2025-09-03,612353200.0,1,8911289.31
2025-09-04,589854600.0,1,8911289.31
2025-09-05,587898200.0,1,8911289.31
2025-09-08,609418600.0,1,8911289.31
2025-09-09,616266000.0,1,8911289.31
2025-09-10,679849000.0,1,8911289.31
2025-09-11,695500200.0,1,8911289.31
2025-09-12,684740000.0,1,8911289.31
2025-09-15,688652800.0,1,8911289.31
2025-09-16,684740000.0,1,8911289.31
2025-09-17,662241400.0,1,8911289.31
2025-09-18,665176000.0,1,8911289.31
2025-09-19,635830000.0,1,8911289.31
2025-09-22,591811000.0,1,8911289.31
2025-09-23,611375000.0,1,8911289.31
2025-09-24,638764600.0,1,8911289.31
2025-09-25,602571200.0,1,8911289.31
2025-09-26,589854600.0,1,8911289.31
2025-09-29,626048000.0,1,8911289.31
2025-09-30,614249950.0,1,10940026.5975
2025-10-01,621085800.0,1,10940026.5975
2025-10-02,630851300.0,1,10940026.5975
2025-10-03,862538275.775,1,10940026.5975
2025-10-06,879592246.9345001,1,10940026.5975
2025-10-07,866531111.3848,1,10940026.5975
2025-10-08,853812086.6904,1,10940026.5975
2025-10-09,831215594.6791999,1,10940026.5975
2025-10-10,639640250.0,1,10940026.5975
2025-10-13,630851300.0,1,10940026.5975
2025-10-14,662100900.0,1,10940026.5975
2025-10-15,807606850.0,1,10940026.5975
2025-10-16,769521400.0,1,10940026.5975
2025-10-17,699209800.0,1,10940026.5975
2025-10-20,698233250.0,1,10940026.5975
