factor_name,12M_Momentum,1M_Momentum,Book_Value_Quality,Dividend_Stability,Earnings_Quality,PB_Ratio,PE_Ratio,RSI_Momentum
12M_Momentum,1.0,0.14155464640561075,-0.626094072521708,-0.514802585489772,-0.29310344827586204,-0.626094072521708,-0.29310344827586204,-0.12177267348864892
1M_Momentum,0.14155464640561075,1.0,-0.09895232120792118,-0.2183417607830875,-0.15423728813559323,-0.09895232120792118,-0.15423728813559323,0.5857186692423783
Book_Value_Quality,-0.626094072521708,-0.09895232120792118,1.0,0.7395770929642171,0.72414045103694,1.0,0.72414045103694,0.061166637468401966
Dividend_Stability,-0.514802585489772,-0.2183417607830875,0.7395770929642171,1.0,0.6701347309270775,0.7395770929642171,0.6701347309270775,-0.006751128859368492
Earnings_Quality,-0.29310344827586204,-0.15423728813559323,0.72414045103694,0.6701347309270775,1.0,0.72414045103694,1.0,-0.12828942563358983
PB_Ratio,-0.626094072521708,-0.09895232120792118,1.0,0.7395770929642171,0.72414045103694,1.0,0.72414045103694,0.061166637468401966
PE_Ratio,-0.29310344827586204,-0.15423728813559323,0.72414045103694,0.6701347309270775,1.0,0.72414045103694,1.0,-0.12828942563358983
RSI_Momentum,-0.12177267348864892,0.5857186692423783,0.061166637468401966,-0.006751128859368492,-0.12828942563358983,0.061166637468401966,-0.12828942563358983,1.0
