total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,avg_win,avg_loss,profit_factor,num_periods
-0.09679144807094597,-0.10511181958535498,0.12255532626303635,-0.8576683102271463,-0.14021275446456155,0.36363636363636365,0.02971279322379478,-0.03045722999897544,0.5574616925306977,11
